publication_year,reference,pubtype,ocean,ocean_region,hemisphere,lat,long,size_km2,notes.geo,year_start,year_end,timespan,years_data,sampling_frequency,note.time,taxa,group,species_name,common_name,depth_category,lifestage,trophic,range_edge,species_type,number_species,note.spp,detailobs,measurement_type,direction_change,decadal_change_kmperdecade,decadal unit,metric_source,note.bio,consistent_with_climatechange,VelocityofClimateChange_kmperdec,exploited,LifeHistoryDevelopment,Nonclimatic_factors_analysed
2011,"Nicolas, D., Chaalali, A., Drouineau, H., Lobry, J., Uriarte, A., Borja, A., Boet, P. 2011. Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,48.65,-4.26,1000000,NA,1978,2007,30,4,Two periods,"Not clear how many years of data, some data before 1978 was used for past distribution maps.",Bony fish,Taxa,Atherina presbyter,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,25,"No estimates for some species, so not all included here",Centroid,Abund.,1,262.7,km,Calculated from manuscript or supplementary material,"Calculated as reported shift in trailing edge/ 2.7 decades. Also note htat historic abundance was approximated from range maps using a normal distribution, so no historic measurements of abundance",Consistent,405.2919968,Not exploited,Meroplanktonic,No
2011,"Nicolas, D., Chaalali, A., Drouineau, H., Lobry, J., Uriarte, A., Borja, A., Boet, P. 2011. Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,48.65,-4.26,1000000,NA,1978,2007,30,4,Two periods,"Not clear how many years of data, some data before 1978 was used for past distribution maps.",Bony fish,Taxa,Chelidonichthys lucerna,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,25,"No estimates for some species, so not all included here",Centroid,Abund.,1,410.7,km,Calculated from manuscript or supplementary material,"Calculated as reported shift in trailing edge/ 2.7 decades. Also note htat historic abundance was approximated from range maps using a normal distribution, so no historic measurements of abundance",Consistent,405.2919968,Exploited,Meroplanktonic,No
2011,"Nicolas, D., Chaalali, A., Drouineau, H., Lobry, J., Uriarte, A., Borja, A., Boet, P. 2011. Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,48.65,-4.26,1000000,NA,1978,2007,30,4,Two periods,"Not clear how many years of data, some data before 1978 was used for past distribution maps.",Bony fish,Taxa,Dicentrarchus labrax,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,25,"No estimates for some species, so not all included here",Centroid,Abund.,1,225.7,km,Calculated from manuscript or supplementary material,"Calculated as reported shift in trailing edge/ 2.7 decades. Also note htat historic abundance was approximated from range maps using a normal distribution, so no historic measurements of abundance",Consistent,405.2919968,Exploited,Meroplanktonic,No
2011,"Nicolas, D., Chaalali, A., Drouineau, H., Lobry, J., Uriarte, A., Borja, A., Boet, P. 2011. Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,48.65,-4.26,1000000,NA,1978,2007,30,4,Two periods,"Not clear how many years of data, some data before 1978 was used for past distribution maps.",Bony fish,Taxa,Liza ramada,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,25,"No estimates for some species, so not all included here",Centroid,Abund.,0,0,km,Calculated from manuscript or supplementary material,"Calculated as reported shift in trailing edge/ 2.7 decades. Also note htat historic abundance was approximated from range maps using a normal distribution, so no historic measurements of abundance",No change,405.2919968,Exploited,Meroplanktonic,No
2011,"Nicolas, D., Chaalali, A., Drouineau, H., Lobry, J., Uriarte, A., Borja, A., Boet, P. 2011. Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,48.65,-4.26,1000000,NA,1978,2007,30,4,Two periods,"Not clear how many years of data, some data before 1978 was used for past distribution maps.",Bony fish,Taxa,Platichthys flesus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,25,"No estimates for some species, so not all included here",Centroid,Abund.,1,51.8,km,Calculated from manuscript or supplementary material,"Calculated as reported shift in trailing edge/ 2.7 decades. Also note htat historic abundance was approximated from range maps using a normal distribution, so no historic measurements of abundance",Consistent,405.2919968,Exploited,Meroplanktonic,No
2011,"Nicolas, D., Chaalali, A., Drouineau, H., Lobry, J., Uriarte, A., Borja, A., Boet, P. 2011. Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,48.65,-4.26,1000000,NA,1978,2007,30,4,Two periods,"Not clear how many years of data, some data before 1978 was used for past distribution maps.",Bony fish,Taxa,Pleuronectes platessa,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,25,"No estimates for some species, so not all included here",Centroid,Abund.,1,55.5,km,Calculated from manuscript or supplementary material,"Calculated as reported shift in trailing edge/ 2.7 decades. Also note htat historic abundance was approximated from range maps using a normal distribution, so no historic measurements of abundance",Consistent,405.2919968,Exploited,Meroplanktonic,No
2011,"Nicolas, D., Chaalali, A., Drouineau, H., Lobry, J., Uriarte, A., Borja, A., Boet, P. 2011. Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,48.65,-4.26,1000000,NA,1978,2007,30,4,Two periods,"Not clear how many years of data, some data before 1978 was used for past distribution maps.",Bony fish,Taxa,Pomatoschistus minutus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,25,"No estimates for some species, so not all included here",Centroid,Abund.,0,0,km,Calculated from manuscript or supplementary material,"Calculated as reported shift in trailing edge/ 2.7 decades. Also note htat historic abundance was approximated from range maps using a normal distribution, so no historic measurements of abundance",No change,405.2919968,Not exploited,Meroplanktonic,No
2011,"Nicolas, D., Chaalali, A., Drouineau, H., Lobry, J., Uriarte, A., Borja, A., Boet, P. 2011. Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,48.65,-4.26,1000000,NA,1978,2007,30,4,Two periods,"Not clear how many years of data, some data before 1978 was used for past distribution maps.",Bony fish,Taxa,Solea solea,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,25,"No estimates for some species, so not all included here",Centroid,Abund.,1,33.3,km,Calculated from manuscript or supplementary material,"Calculated as reported shift in trailing edge/ 2.7 decades. Also note htat historic abundance was approximated from range maps using a normal distribution, so no historic measurements of abundance",Consistent,405.2919968,Exploited,Meroplanktonic,No
2011,"Nicolas, D., Chaalali, A., Drouineau, H., Lobry, J., Uriarte, A., Borja, A., Boet, P. 2011. Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,48.65,-4.26,1000000,NA,1978,2007,30,4,Two periods,"Not clear how many years of data, some data before 1978 was used for past distribution maps.",Bony fish,Taxa,Sprattus sprattus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,25,"No estimates for some species, so not all included here",Centroid,Abund.,1,22.2,km,Calculated from manuscript or supplementary material,"Calculated as reported shift in trailing edge/ 2.7 decades. Also note htat historic abundance was approximated from range maps using a normal distribution, so no historic measurements of abundance",Consistent,405.2919968,Exploited,Meroplanktonic,No
2011,"Nicolas, D., Chaalali, A., Drouineau, H., Lobry, J., Uriarte, A., Borja, A., Boet, P. 2011. Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,48.65,-4.26,1000000,NA,1978,2007,30,4,Two periods,"Not clear how many years of data, some data before 1978 was used for past distribution maps.",Bony fish,Taxa,Syngnathus acus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Warm water,25,"No estimates for some species, so not all included here",Centroid,Abund.,1,236.8,km,Calculated from manuscript or supplementary material,"Calculated as reported shift in trailing edge/ 2.7 decades. Also note htat historic abundance was approximated from range maps using a normal distribution, so no historic measurements of abundance",Consistent,405.2919968,Not exploited,Meroplanktonic,No
2011,"Nicolas, D., Chaalali, A., Drouineau, H., Lobry, J., Uriarte, A., Borja, A., Boet, P. 2011. Impact of global warming on European tidal estuaries: some evidence of northward migration of estuarine fish species. Regional Environmental Change. 11: 639-649.",Peer-reviewed journal,North-east Atlantic,Atlantic Ocean,Northern,48.65,-4.26,1000000,NA,1978,2007,30,4,Two periods,"Not clear how many years of data, some data before 1978 was used for past distribution maps.",Bony fish,Taxa,Trisopterus luscus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cold water,25,"No estimates for some species, so not all included here",Centroid,Abund.,1,166.5,km,Calculated from manuscript or supplementary material,"Calculated as reported shift in trailing edge/ 2.7 decades. Also note htat historic abundance was approximated from range maps using a normal distribution, so no historic measurements of abundance",Consistent,405.2919968,Exploited,Meroplanktonic,No
2012,"Weimerskirch, H., Louzao, M., de Grissac, S., Delord, K. 2012. Changes in wind pattern alter albatross distribution and life-history traits. Science 335: 211-214. ",Peer-reviewed journal,SOUTHERN OCEAN,Southern ocean,Southern,-48,50,1000000,NA,1989,2010,22,10,Irregular,,Seabirds,Taxa,Diomedea exulans,,Pelagic,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Trailing edge,Cosmopolitan,1,,Northern most range edge,Site,1,-25.2,km,Calculated from manuscript or supplementary material,Calculated from fig 3 as average of male and female lat shifts,Consistent,179.4437339,Not exploited,Benthic,No
2012,"Weimerskirch, H., Louzao, M., de Grissac, S., Delord, K. 2012. Changes in wind pattern alter albatross distribution and life-history traits. Science 335: 211-214. ",Peer-reviewed journal,SOUTHERN OCEAN,Southern ocean,Southern,-48,50,1000000,NA,1989,2010,22,10,Irregular,,Seabirds,Taxa,Diomedea exulans,,Pelagic,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Leading edge,Cosmopolitan,1,,southern boundary,Site,0,0,km,Given in manuscript or supplementary material,,No change,179.4437339,Not exploited,Benthic,No
2013,"Wilson, S., Anderson, E.M., Wilson, A.S.G., Bertram, D.F., Arcese. P. 2013. Citizen science reveals an extensive shift in the winter distribution of migratory Western Grebes. PLoS One 8: e65408",Peer-reviewed journal,North-east Pacific,Pacific Ocean,Northern,40,-124.5,1000000,NA,1975,2010,36,36,Continuous,,Seabirds,Taxa,Aechmophorus spp,western grebe,Coastal,Adult: breeding and non-breeding or unspecified,"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,1,,Northern most range edge,Site,-1,-288.8,km,Given in manuscript or supplementary material,,Opposite to expected,-660.4101031,Not exploited,Benthic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,1000000,NA,1985,2010,26,26,Continuous,,Bony fish,Taxa,Austroglossus microlepis,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,1,61.52880718,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,-441.0773483,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Bassanago albescens,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,1,152.7959159,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Non-bony fish,Taxa,Callorhinchus capensis,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,1,128.7393362,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Chelidonichthys capensis,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,1,75.93833212,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,-441.0773483,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Chlorophthalmus atlanticus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,1,128.7393362,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Non-bony fish,Taxa,Deania calcea,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,-1,-209.9659097,km,Given in manuscript or supplementary material,Digitised from figures,Opposite to expected,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Non-bony fish,Taxa,Deania profundorum,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,-1,-151.5883381,km,Given in manuscript or supplementary material,Digitised from figures,Opposite to expected,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Genypterus capensis,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,-1,-57.10554434,km,Given in manuscript or supplementary material,Digitised from figures,Opposite to expected,-441.0773483,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Helicolenus dactylopterus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,-1,-54.08659962,km,Given in manuscript or supplementary material,Digitised from figures,Opposite to expected,-441.0773483,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Lophius vomerinus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,1,70.50423161,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,-441.0773483,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Malacocephalus laevis,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,-1,-172.0289683,km,Given in manuscript or supplementary material,Digitised from figures,Opposite to expected,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Merluccius paradoxus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,-1,-40.88465257,km,Given in manuscript or supplementary material,Digitised from figures,Opposite to expected,-441.0773483,Exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Pterothrissus belloci,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,1,52.47875714,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Selachophidium guentheri,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,-1,-62.6074863,km,Given in manuscript or supplementary material,Digitised from figures,Opposite to expected,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Non-bony fish,Taxa,Squalus megalops,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,1,239.2327131,km,Given in manuscript or supplementary material,Digitised from figures,Consistent,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Bathyuroconger albescens,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Caelorinchus simorhynchus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Centrolophus niger,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Ebinania costaecanarie,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Bony fish,Taxa,Epigonus denticulatus,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Non-bony fish,Taxa,Galeus polli,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
2014,"Yemane, D., Kirkman, S.P., Kathena, J., N'siangango, S.E., Axelsen, B.E., Samaai, T. 2014. Assessing changes in the distribution and range size of demersal fish populations in the Benguela Current large marine ecosystem. Review in Fish Biology and Fisheries. 24: 463-483. ",Peer-reviewed journal,South-east Atlantic,Atlantic Ocean,Southern,-23.01,14.3,NA,,1985,2010,26,26,Continuous,,Non-bony fish,Taxa,Holohalaelurus regani,,Demersal,Multiple life stages - juvenile and older (not egg or larvae),"Secondary consumer : Carnivore, detritivore, scavenger",Centre,Cosmopolitan,97,Namibia,Centroid,Abund.,0,0,km,Given in manuscript or supplementary material,Digitised from figures,No change,-441.0773483,Not exploited,Meroplanktonic,No
